issue_id,title,start,end,total_reactions,total_comments,new_reactions,new_comments,issue_url
flutter/flutter#31918,"Make flutter analyze configurable so it doesn't fail on info messages",2024-01-24,2024-02-20,13,26,1,0,https://github.com/flutter/flutter/issues/31918
flutter/flutter#62966,"Use dart_test.yaml in flutter test",2024-01-24,2024-02-20,20,6,1,0,https://github.com/flutter/flutter/issues/62966
flutter/flutter#29483,"Cupertino blurs should boost saturation",2024-01-24,2024-02-20,18,23,1,0,https://github.com/flutter/flutter/issues/29483
flutter/flutter#81804,"PlatformException VideoError, Video Player had error",2024-01-24,2024-02-20,17,64,1,1,https://github.com/flutter/flutter/issues/81804
flutter/flutter#64552,"Show suffix/prefix text in TextField even when it is not in focus and empty.",2024-01-24,2024-02-20,16,12,1,1,https://github.com/flutter/flutter/issues/64552
flutter/flutter#97701,"Support maven publish for `flutter build aar`",2024-01-24,2024-02-20,15,8,1,0,https://github.com/flutter/flutter/issues/97701
flutter/flutter#89558,"[Android]The Hybrid composition Platform view will show on the top of page while resume the app from background.",2024-01-24,2024-02-20,17,25,1,4,https://github.com/flutter/flutter/issues/89558
flutter/flutter#114559,"[go_router] `ShellRoute` should have a `redirect` method similar to `GoRoute`",2024-01-24,2024-02-20,16,4,1,0,https://github.com/flutter/flutter/issues/114559
flutter/flutter#87734,"[web] Incomplete sourcemaps",2024-01-24,2024-02-20,15,14,1,0,https://github.com/flutter/flutter/issues/87734
flutter/flutter#96514,"[Proposal] Conditional bundling of assets",2024-01-24,2024-02-20,13,9,1,0,https://github.com/flutter/flutter/issues/96514
flutter/flutter#106549,"Add a variant to context.dependOnInheritedWidget that removes the unused dependencies when the dependent no-longer depends on it",2024-02-10,2024-02-20,14,1,1,0,https://github.com/flutter/flutter/issues/106549
flutter/flutter#13212,"Enable the Flutter tool to change app id after project creation",2024-01-24,2024-02-20,15,3,1,0,https://github.com/flutter/flutter/issues/13212
flutter/flutter#122146,"ExpansionTile should have a sliver equivalent",2024-02-09,2024-02-20,13,1,1,0,https://github.com/flutter/flutter/issues/122146
flutter/flutter#49531,"Camera live filter for photo and video",2024-01-24,2024-02-20,35,24,0,2,https://github.com/flutter/flutter/issues/49531
flutter/flutter#104552,"`SelectionArea` does not select the text when using double and triple tap",2024-01-24,2024-02-20,32,28,0,2,https://github.com/flutter/flutter/issues/104552
flutter/flutter#44681,"Prevent soft keyboard to show when physical keyboard is used",2024-01-24,2024-02-20,30,24,0,1,https://github.com/flutter/flutter/issues/44681
flutter/flutter#59332,"Flutter Web: ListView lags a lot on mobile browsers, inconsistent performance on different devices on different browsers",2024-01-24,2024-02-20,22,34,0,1,https://github.com/flutter/flutter/issues/59332
flutter/flutter#99460,"The following _CastError was thrown during a service extension callback for ""ext.flutter.inspector.getRootWidgetSummaryTree""",2024-01-24,2024-02-20,17,20,0,2,https://github.com/flutter/flutter/issues/99460
flutter/flutter#26000,"iOS Google Maps: Strange appear animation",2024-01-24,2024-02-20,17,20,0,1,https://github.com/flutter/flutter/issues/26000
flutter/flutter#18968,"[camera] Access realtime image frames for pre-processing and effect overlays",2024-01-24,2024-02-20,80,24,0,1,https://github.com/flutter/flutter/issues/18968
flutter/flutter#15953,"[camera] Improve CameraPreview to size itself appropriate for video and picture previews ",2024-01-24,2024-02-20,54,56,0,1,https://github.com/flutter/flutter/issues/15953
flutter/flutter#44572,"Path.combine not implemented in the HTML backend",2024-01-24,2024-02-20,37,30,0,2,https://github.com/flutter/flutter/issues/44572
flutter/flutter#48464,"When popping a route, controls should reacquire focus without opening the keyboard or scrolling to make visible.",2024-01-24,2024-02-20,30,26,0,2,https://github.com/flutter/flutter/issues/48464
flutter/flutter#79172,"[web] complex characters are rendered incorrectly",2024-01-24,2024-02-20,23,20,0,1,https://github.com/flutter/flutter/issues/79172
flutter/flutter#79605,"Memory leak with Stateless Widget",2024-01-24,2024-02-20,19,57,0,4,https://github.com/flutter/flutter/issues/79605
flutter/flutter#78216,"Disable scroll actions for embedded Flutter web app",2024-01-24,2024-02-20,19,29,0,1,https://github.com/flutter/flutter/issues/78216
flutter/flutter#112798,"[go_router] RangeError with async redirect",2024-01-24,2024-02-20,18,19,0,1,https://github.com/flutter/flutter/issues/112798
flutter/flutter#43721,"[google_maps_flutter] Padding not working on android",2024-01-24,2024-02-20,16,21,0,1,https://github.com/flutter/flutter/issues/43721
flutter/flutter#53017,"[video_player] Allow creating a video player controller from bytes stream (e.g., Uint8List)",2024-01-24,2024-02-20,14,15,0,9,https://github.com/flutter/flutter/issues/53017
flutter/flutter#28094,"[video_player] Add network cache functionality",2024-01-24,2024-02-20,117,98,0,1,https://github.com/flutter/flutter/issues/28094
flutter/flutter#36283,"Can't swipe to dismiss scrollable Bottom Sheet",2024-01-24,2024-02-20,62,34,0,3,https://github.com/flutter/flutter/issues/36283
flutter/flutter#78746,"Autocomplete widget goes out of screen from right side",2024-01-24,2024-02-20,42,38,0,1,https://github.com/flutter/flutter/issues/78746
flutter/flutter#16810,"Seeing a green rectangle around the border of the gallery app when I run it",2024-01-24,2024-02-20,26,40,0,3,https://github.com/flutter/flutter/issues/16810
flutter/flutter#68215,"From ""flutter run"" the app shows ""In iOS 14+, debug mode Flutter apps can only be launched from Flutter tooling..."" warning",2024-01-24,2024-02-20,21,63,0,3,https://github.com/flutter/flutter/issues/68215
flutter/flutter#59552,"Flutter flashes black screen on Android when resuming",2024-01-24,2024-02-20,19,32,0,4,https://github.com/flutter/flutter/issues/59552
flutter/flutter#36925,"[webview_flutter] Add an option to bypass SSL checks",2024-01-24,2024-02-20,19,18,0,1,https://github.com/flutter/flutter/issues/36925
flutter/flutter#57090,"[webview_flutter] Support disabling overscroll",2024-01-24,2024-02-20,16,6,0,1,https://github.com/flutter/flutter/issues/57090
flutter/flutter#50314,"Scaffold body is hidden behind bottomSheet",2024-01-24,2024-02-20,13,28,0,1,https://github.com/flutter/flutter/issues/50314
flutter/flutter#48226,"AnimatedList with Dividers",2024-01-24,2024-02-19,38,10,0,2,https://github.com/flutter/flutter/issues/48226
flutter/flutter#52522,"[in_app_purchase] Support InApp purchase local verification",2024-01-24,2024-02-20,34,11,0,1,https://github.com/flutter/flutter/issues/52522
flutter/flutter#118481,"[web] Multi-view Embedding Support",2024-01-24,2024-02-20,29,7,0,3,https://github.com/flutter/flutter/issues/118481
flutter/flutter#26527,"Listview with shrinkwrap on the cross axis - impossible?",2024-01-24,2024-02-20,28,14,0,1,https://github.com/flutter/flutter/issues/26527
flutter/flutter#14720,"Flutter can receive touches even when hidden behind another native ViewController",2024-01-24,2024-02-20,25,39,0,2,https://github.com/flutter/flutter/issues/14720
flutter/flutter#27293,"Wrapped Text has unexpected intrinsic size",2024-01-24,2024-02-20,22,24,0,2,https://github.com/flutter/flutter/issues/27293
flutter/flutter#69529,"[web] Scroll is not recognized by the browser",2024-01-24,2024-02-20,141,97,0,10,https://github.com/flutter/flutter/issues/69529
flutter/flutter#54059,"Overscrolling outer scrollview / SliverAppBar.stretch does not work in NestedScrollView",2024-01-24,2024-02-20,33,23,0,1,https://github.com/flutter/flutter/issues/54059
flutter/flutter#51478,"Flutter OnScreen Keyboard opens on physical key press",2024-01-24,2024-01-28,16,19,0,1,https://github.com/flutter/flutter/issues/51478
flutter/flutter#139630,"Samsung phones running Android 14 stops drawing entire app on resume",2024-01-24,2024-02-20,15,58,0,1,https://github.com/flutter/flutter/issues/139630
flutter/flutter#131690,"Issue: Cannot theme progress indicators, many properties missing",2024-01-24,2024-02-20,15,3,0,1,https://github.com/flutter/flutter/issues/131690
flutter/flutter#118384,"A memory leak occurs when using SurfaceView together with AndroidView",2024-01-24,2024-02-20,15,9,0,1,https://github.com/flutter/flutter/issues/118384
flutter/flutter#78422,"[web] Standardized way to preload emoji font using CanvasKit",2024-01-24,2024-02-20,14,15,0,1,https://github.com/flutter/flutter/issues/78422
flutter/flutter#76053,"Ability to use TimePicker outside a dialog",2024-01-24,2024-02-20,23,13,0,1,https://github.com/flutter/flutter/issues/76053
flutter/flutter#116383,"[in_app_purchase] Use StoreKit 2 APIs",2024-01-24,2024-02-18,20,11,0,2,https://github.com/flutter/flutter/issues/116383
flutter/flutter#78543,"Severe performance issues when drawing transformed widgets that contain beziers.",2024-01-24,2024-02-20,18,40,0,1,https://github.com/flutter/flutter/issues/78543
flutter/flutter#113757,"[go_router] ShellRoute with CupertinoTabScaffold crashes with ""multiple widgets used the same GlobalKey""",2024-01-24,2024-02-20,17,22,0,1,https://github.com/flutter/flutter/issues/113757
flutter/flutter#81931,"Image.network throws uncaught exception when providing valid url without an image ",2024-01-24,2024-02-20,16,18,0,1,https://github.com/flutter/flutter/issues/81931
flutter/flutter#104798,"NestedScrollView / Material3: _StretchController throws  the error: Build scheduled during frame",2024-01-24,2024-02-20,13,14,0,1,https://github.com/flutter/flutter/issues/104798
flutter/flutter#12531,"Updating an App on timezone or timezone definition changes",2024-01-24,2024-02-20,25,19,0,2,https://github.com/flutter/flutter/issues/12531
flutter/flutter#60160,"Image.memory retains the Uint8List",2024-01-24,2024-02-20,15,10,0,1,https://github.com/flutter/flutter/issues/60160
flutter/flutter#95472,"[flutter_tools] pubspec.yaml environment.flutter constraint not respected by pub get",2024-01-30,2024-02-16,12,22,0,1,https://github.com/flutter/flutter/issues/95472
flutter/flutter#36126,"Flutter Web throws on Platform.is*",2024-01-24,2024-02-20,91,41,0,1,https://github.com/flutter/flutter/issues/36126
flutter/flutter#34864,"Slight flicker on the screen when loading from app overview on Android",2024-01-24,2024-02-20,31,41,0,1,https://github.com/flutter/flutter/issues/34864
flutter/flutter#129757,"☂️ Native assets support",2024-01-24,2024-02-20,22,3,0,3,https://github.com/flutter/flutter/issues/129757
flutter/flutter#89167,"Making NavigationRail scrollable",2024-01-24,2024-02-20,19,5,0,1,https://github.com/flutter/flutter/issues/89167
flutter/flutter#24233,"Dismissible widgets disable Tabview drag detection",2024-01-24,2024-02-20,16,13,0,1,https://github.com/flutter/flutter/issues/24233
flutter/flutter#129182,"[Flutter Web] Widgets not resizing (disappear) with browser zoom in / out",2024-01-24,2024-01-29,13,53,0,1,https://github.com/flutter/flutter/issues/129182
